دوره زمانی,sc,استخراج نفت,,,,پلایشگاه,,,,,,
,18,84.044,36.769,7.879,2195.658,49.901,10.506,13.132,2656.746,153.696,21.887,117798.607
,19,31.517,18.385,14.007,3104.387,64.784,19.260,11.381,3756.308,217.307,19.260,116675.390
,20,76.165,24.513,14.883,4380.810,24.513,28.890,13.132,5300.780,306.657,17.509,131237.818
,21,35.018,26.264,11.381,2397.889,14.883,20.136,5.253,2901.446,167.852,18.385,106769.542
,22,69.161,7.879,8.755,4626.814,72.663,15.758,6.128,5598.445,323.877,20.136,130087.461
,23,51.652,39.396,14.883,5451.499,71.788,14.007,12.256,6596.314,381.605,21.011,113795.121
,24,17.509,9.630,5.253,2928.419,73.539,21.887,13.132,3543.387,204.989,21.011,98070.081
,25,52.528,35.018,14.883,4463.103,60.407,12.256,7.879,5400.355,312.417,21.887,122998.849
,26,18.385,15.758,8.755,4445.594,39.396,12.256,10.506,5379.169,311.192,22.762,119873.451
,27,79.667,14.007,16.634,2776.089,73.539,39.396,13.132,3359.067,194.326,21.011,101865.206
,28,71.788,28.890,7.004,4763.386,63.033,36.769,4.377,5763.698,333.437,24.513,125486.035
79,1,63.845,23.614,16.617,3725.737,85.709,20.990,12.244,4508.142,260.802,21.865,104013.651
,2,54.224,34.109,8.746,2802.174,71.716,12.244,13.993,3390.630,196.152,31.485,117513.763
,3,79.587,26.238,8.746,3478.229,38.482,24.488,11.370,4208.657,243.476,18.366,127204.177
,4,80.462,39.356,13.119,4358.937,51.601,11.370,14.868,5274.314,305.126,16.617,119965.227
,5,22.739,35.858,5.248,4983.392,31.485,22.739,13.993,6029.904,348.837,19.241,107248.745
,6,28.861,35.858,13.993,3256.084,60.346,34.109,9.620,3939.862,227.926,20.990,97940.525
,7,33.234,31.485,6.997,5965.552,34.983,36.733,13.119,7218.318,417.589,24.488,87954.501
,8,38.482,19.241,14.868,2345.640,57.723,32.360,6.122,2838.224,164.195,20.990,127419.325
,9,78.713,17.492,6.122,2662.240,79.587,12.244,10.495,3221.311,186.357,17.492,83683.897
,10,34.983,37.607,4.373,5146.939,66.469,10.495,7.871,6227.796,360.286,17.492,117444.670
,11,52.475,17.492,6.122,3446.744,26.238,33.234,16.617,4170.560,241.272,25.363,104008.404
,12,80.462,15.743,6.997,3900.654,62.096,12.244,8.746,4719.791,273.046,21.865,120811.827
,13,17.492,18.366,13.119,5029.745,52.475,18.366,14.868,6085.991,352.082,27.112,92313.438
,14,34.983,38.482,14.868,2435.722,28.861,13.993,5.248,2947.224,170.501,27.987,104330.251
,15,57.723,38.482,5.248,4400.043,73.465,39.356,16.617,5324.052,308.003,21.865,121405.671
,16,26.238,33.234,7.871,4054.581,48.977,25.363,6.122,4906.043,283.821,20.990,99528.774
,17,33.234,16.617,13.993,2575.656,60.346,31.485,4.373,3116.544,180.296,18.366,129115.147
,18,83.960,36.733,7.871,2193.462,49.851,10.495,13.119,2654.089,153.542,21.865,117680.808
,19,31.485,18.366,13.993,3101.282,64.719,19.241,11.370,3752.552,217.090,19.241,116558.714
,20,76.089,24.488,14.868,4376.429,24.488,28.861,13.119,5295.479,306.350,17.492,131106.580
,21,34.983,26.238,11.370,2395.491,14.868,20.115,5.248,2898.545,167.684,18.366,106662.773
,22,69.092,7.871,8.746,4622.188,72.591,15.743,6.122,5592.847,323.553,20.115,129957.374
,23,51.601,39.356,14.868,5446.048,71.716,13.993,12.244,6589.718,381.223,20.990,113681.326
,24,17.492,9.620,5.248,2925.491,73.465,21.865,13.119,3539.844,204.784,20.990,97972.010
,25,52.475,34.983,14.868,4458.640,60.346,12.244,7.871,5394.954,312.105,21.865,122875.850
,26,18.366,15.743,8.746,4441.148,39.356,12.244,10.495,5373.789,310.880,22.739,119753.578
,27,79.587,13.993,16.617,2773.313,73.465,39.356,13.119,3355.708,194.132,20.990,101763.341
,28,71.716,28.861,6.997,4758.623,62.970,36.733,4.373,5757.934,333.104,24.488,125360.549
80,1,63.781,23.590,16.601,3722.011,85.624,20.969,12.232,4503.633,260.541,21.843,103909.638
,2,54.170,34.075,8.737,2799.372,71.644,12.232,13.979,3387.240,195.956,31.454,117396.249
,3,79.508,26.211,8.737,3474.751,38.443,24.464,11.358,4204.448,243.233,18.348,127076.972
,4,80.381,39.317,13.106,4354.578,51.549,11.358,14.853,5269.040,304.820,16.601,119845.262
,5,22.716,35.822,5.242,4978.408,31.454,22.716,13.979,6023.874,348.489,19.222,107141.497
,6,28.832,35.822,13.979,3252.828,60.286,34.075,9.611,3935.922,227.698,20.969,97842.585
,7,33.201,31.454,6.990,5959.586,34.948,36.696,13.106,7211.099,417.171,24.464,87866.547
,8,38.443,19.222,14.853,2343.294,57.665,32.327,6.116,2835.386,164.031,20.969,127291.905
,9,78.634,17.474,6.116,2659.578,79.508,12.232,10.485,3218.089,186.170,17.474,83600.213
,10,34.948,37.570,4.369,5141.792,66.402,10.485,7.863,6221.569,359.925,17.474,117327.226
,11,52.423,17.474,6.116,3443.297,26.211,33.201,16.601,4166.390,241.031,25.338,103904.395
,12,80.381,15.727,6.990,3896.753,62.034,12.232,8.737,4715.072,272.773,21.843,120691.015
,13,17.474,18.348,13.106,5024.715,52.423,18.348,14.853,6079.905,351.730,27.085,92221.125
,14,34.948,38.443,14.853,2433.287,28.832,13.979,5.242,2944.277,170.330,27.959,104225.921
,15,57.665,38.443,5.242,4395.643,73.392,39.317,16.601,5318.728,307.695,21.843,121284.265
,16,26.211,33.201,7.863,4050.527,48.928,25.338,6.116,4901.137,283.537,20.969,99429.245
,17,33.201,16.601,13.979,2573.080,60.286,31.454,4.369,3113.427,180.116,18.348,128986.032
,18,83.876,36.696,7.863,2191.268,49.802,10.485,13.106,2651.435,153.389,21.843,117563.128
,19,31.454,18.348,13.979,3098.181,64.655,19.222,11.358,3748.799,216.873,19.222,116442.156
,20,76.013,24.464,14.853,4372.052,24.464,28.832,13.106,5290.183,306.044,17.474,130975.473
,21,34.948,26.211,11.358,2393.096,14.853,20.095,5.242,2895.646,167.517,18.348,106556.110
,22,69.023,7.863,8.737,4617.565,72.518,15.727,6.116,5587.254,323.230,20.095,129827.416
,23,51.549,39.317,14.853,5440.602,71.644,13.979,12.232,6583.128,380.842,20.969,113567.645
,24,17.474,9.611,5.242,2922.565,73.392,21.843,13.106,3536.304,204.580,20.969,97874.038
,25,52.423,34.948,14.853,4454.181,60.286,12.232,7.863,5389.559,311.793,21.843,122752.974
,26,18.348,15.727,8.737,4436.707,39.317,12.232,10.485,5368.416,310.569,22.716,119633.824
,27,79.508,13.979,16.601,2770.539,73.392,39.317,13.106,3352.352,193.938,20.969,101661.578
,28,71.644,28.832,6.990,4753.864,62.907,36.696,4.369,5752.176,332.771,24.464,125235.189
81,1,63.717,23.567,16.584,3718.289,85.538,20.948,12.220,4499.130,260.280,21.821,103805.728
,2,54.116,34.041,8.728,2796.572,71.573,12.220,13.965,3383.853,195.760,31.422,117278.852
,3,79.428,26.185,8.728,3471.276,38.405,24.439,11.347,4200.244,242.989,18.330,126949.895
,4,80.301,39.278,13.093,4350.224,51.497,11.347,14.838,5263.771,304.516,16.584,119725.417
,5,22.694,35.786,5.237,4973.430,31.422,22.694,13.965,6017.850,348.140,19.202,107034.355
,6,28.804,35.786,13.965,3249.575,60.226,34.041,9.601,3931.986,227.470,20.948,97744.742
,7,33.168,31.422,6.983,5953.627,34.914,36.659,13.093,7203.888,416.754,24.439,87778.680
,8,38.405,19.202,14.838,2340.951,57.607,32.295,6.110,2832.551,163.867,20.948,127164.614
,9,78.555,17.457,6.110,2656.918,79.428,12.220,10.474,3214.871,185.984,17.457,83516.613
,10,34.914,37.532,4.364,5136.651,66.336,10.474,7.856,6215.347,359.566,17.457,117209.898
,11,52.370,17.457,6.110,3439.854,26.185,33.168,16.584,4162.223,240.790,25.312,103800.491
,12,80.301,15.711,6.983,3892.857,61.971,12.220,8.728,4710.357,272.500,21.821,120570.324
,13,17.457,18.330,13.093,5019.690,52.370,18.330,14.838,6073.825,351.378,27.058,92128.904
,14,34.914,38.405,14.838,2430.853,28.804,13.965,5.237,2941.332,170.160,27.931,104121.695
,15,57.607,38.405,5.237,4391.247,73.318,39.278,16.584,5313.409,307.387,21.821,121162.981
,16,26.185,33.168,7.856,4046.476,48.879,25.312,6.110,4896.236,283.253,20.948,99329.816
,17,33.168,16.584,13.965,2570.507,60.226,31.422,4.364,3110.314,179.936,18.330,128857.046
,18,83.792,36.659,7.856,2189.077,49.752,10.474,13.093,2648.783,153.235,21.821,117445.565
,19,31.422,18.330,13.965,3095.083,64.590,19.202,11.347,3745.050,216.656,19.202,116325.714
,20,75.937,24.439,14.838,4367.680,24.439,28.804,13.093,5284.893,305.738,17.457,130844.498
,21,34.914,26.185,11.347,2390.703,14.838,20.075,5.237,2892.750,167.349,18.330,106449.554
,22,68.954,7.856,8.728,4612.948,72.446,15.711,6.110,5581.667,322.906,20.075,129697.589
,23,51.497,39.278,14.838,5435.161,71.573,13.965,12.220,6576.545,380.461,20.948,113454.077
,24,17.457,9.601,5.237,2919.642,73.318,21.821,13.093,3532.767,204.375,20.948,97776.164
,25,52.370,34.914,14.838,4449.727,60.226,12.220,7.856,5384.170,311.481,21.821,122630.221
,26,18.330,15.711,8.728,4432.270,39.278,12.220,10.474,5363.047,310.259,22.694,119514.190
,27,79.428,13.965,16.584,2767.769,73.318,39.278,13.093,3349.000,193.744,20.948,101559.916
,28,71.573,28.804,6.983,4749.111,62.844,36.659,4.364,5746.424,332.438,24.439,125109.953
82,1,63.653,23.543,16.567,3714.571,85.453,20.927,12.208,4494.631,260.020,21.799,103701.922
,2,54.062,34.007,8.720,2793.776,71.501,12.208,13.951,3380.469,195.564,31.391,117161.574
,3,79.349,26.159,8.720,3467.805,38.366,24.415,11.336,4196.044,242.746,18.311,126822.946
,4,80.221,39.238,13.079,4345.873,51.446,11.336,14.823,5258.507,304.211,16.567,119605.691
,5,22.671,35.751,5.232,4968.456,31.391,22.671,13.951,6011.832,347.792,19.183,106927.321
,6,28.775,35.751,13.951,3246.326,60.166,34.007,9.592,3928.054,227.243,20.927,97646.998
,7,33.135,31.391,6.976,5947.673,34.879,36.623,13.079,7196.684,416.337,24.415,87690.901
,8,38.366,19.183,14.823,2338.610,57.550,32.263,6.104,2829.718,163.703,20.927,127037.449
,9,78.477,17.439,6.104,2654.261,79.349,12.208,10.464,3211.656,185.798,17.439,83433.097
,10,34.879,37.494,4.360,5131.514,66.269,10.464,7.848,6209.132,359.206,17.439,117092.688
,11,52.318,17.439,6.104,3436.414,26.159,33.135,16.567,4158.061,240.549,25.287,103696.691
,12,80.221,15.695,6.976,3888.964,61.910,12.208,8.720,4705.646,272.227,21.799,120449.754
,13,17.439,18.311,13.079,5014.671,52.318,18.311,14.823,6067.751,351.027,27.031,92036.775
,14,34.879,38.366,14.823,2428.422,28.775,13.951,5.232,2938.391,169.990,27.903,104017.574
,15,57.550,38.366,5.232,4386.856,73.245,39.238,16.567,5308.095,307.080,21.799,121041.818
,16,26.159,33.135,7.848,4042.430,48.830,25.287,6.104,4891.340,282.970,20.927,99230.486
,17,33.135,16.567,13.951,2567.937,60.166,31.391,4.360,3107.204,179.756,18.311,128728.189
,18,83.709,36.623,7.848,2186.888,49.702,10.464,13.079,2646.135,153.082,21.799,117328.119
,19,31.391,18.311,13.951,3091.988,64.525,19.183,11.336,3741.305,216.439,19.183,116209.388
,20,75.861,24.415,14.823,4363.313,24.415,28.775,13.079,5279.608,305.432,17.439,130713.653
,21,34.879,26.159,11.336,2388.312,14.823,20.055,5.232,2889.858,167.182,18.311,106343.104
,22,68.885,7.848,8.720,4608.335,72.373,15.695,6.104,5576.085,322.583,20.055,129567.891
,23,51.446,39.238,14.823,5429.726,71.501,13.951,12.208,6569.968,380.081,20.927,113340.623
,24,17.439,9.592,5.232,2916.723,73.245,21.799,13.079,3529.235,204.171,20.927,97678.388
,25,52.318,34.879,14.823,4445.277,60.166,12.208,7.848,5378.786,311.169,21.799,122507.591
,26,18.311,15.695,8.720,4427.838,39.238,12.208,10.464,5357.684,309.949,22.671,119394.676
,27,79.349,13.951,16.567,2765.001,73.245,39.238,13.079,3345.651,193.550,20.927,101458.356
,28,71.501,28.775,6.976,4744.361,62.781,36.623,4.360,5740.677,332.105,24.415,124984.843
83,1,63.590,23.520,16.551,3710.856,85.367,20.906,12.195,4490.136,259.760,21.777,103598.220
,2,54.008,33.973,8.711,2790.982,71.430,12.195,13.937,3377.088,195.369,31.359,117044.412
,3,79.269,26.133,8.711,3464.337,38.328,24.391,11.324,4191.848,242.504,18.293,126696.123
,4,80.141,39.199,13.066,4341.528,51.394,11.324,14.809,5253.248,303.907,16.551,119486.086
,5,22.648,35.715,5.227,4963.488,31.359,22.648,13.937,6005.820,347.444,19.164,106820.393
,6,28.746,35.715,13.937,3243.079,60.105,33.973,9.582,3924.126,227.016,20.906,97549.351
,7,33.102,31.359,6.969,5941.725,34.844,36.586,13.066,7189.488,415.921,24.391,87603.211
,8,38.328,19.164,14.809,2336.271,57.492,32.230,6.098,2826.888,163.539,20.906,126910.411
,9,78.398,17.422,6.098,2651.607,79.269,12.195,10.453,3208.445,185.612,17.422,83349.663
,10,34.844,37.457,4.355,5126.382,66.203,10.453,7.840,6202.923,358.847,17.422,116975.596
,11,52.266,17.422,6.098,3432.978,26.133,33.102,16.551,4153.903,240.308,25.262,103592.994
,12,80.141,15.680,6.969,3885.075,61.848,12.195,8.711,4700.941,271.955,21.777,120329.304
,13,17.422,18.293,13.066,5009.656,52.266,18.293,14.809,6061.684,350.676,27.004,91944.738
,14,34.844,38.328,14.809,2425.994,28.746,13.937,5.227,2935.453,169.820,27.875,103913.556
,15,57.492,38.328,5.227,4382.469,73.172,39.199,16.551,5302.787,306.773,21.777,120920.776
,16,26.133,33.102,7.840,4038.387,48.781,25.262,6.098,4886.448,282.687,20.906,99131.255
,17,33.102,16.551,13.937,2565.369,60.105,31.359,4.355,3104.096,179.576,18.293,128599.461
,18,83.625,36.586,7.840,2184.701,49.652,10.453,13.066,2643.489,152.929,21.777,117210.791
,19,31.359,18.293,13.937,3088.896,64.461,19.164,11.324,3737.564,216.223,19.164,116093.179
,20,75.785,24.391,14.809,4358.949,24.391,28.746,13.066,5274.329,305.126,17.422,130582.940
,21,34.844,26.133,11.324,2385.924,14.809,20.035,5.227,2886.968,167.015,18.293,106236.761
,22,68.816,7.840,8.711,4603.727,72.301,15.680,6.098,5570.509,322.261,20.035,129438.323
,23,51.394,39.199,14.809,5424.296,71.430,13.937,12.195,6563.398,379.701,20.906,113227.283
,24,17.422,9.582,5.227,2913.806,73.172,21.777,13.066,3525.705,203.966,20.906,97580.710
,25,52.266,34.844,14.809,4440.832,60.105,12.195,7.840,5373.407,310.858,21.777,122385.083
,26,18.293,15.680,8.711,4423.410,39.199,12.195,10.453,5352.326,309.639,22.648,119275.281
,27,79.269,13.937,16.551,2762.236,73.172,39.199,13.066,3342.305,193.357,20.906,101356.898
,28,71.430,28.746,6.969,4739.617,62.719,36.586,4.355,5734.937,331.773,24.391,124859.859
84,1,63.526,23.496,16.534,3707.145,85.282,20.885,12.183,4485.646,259.500,21.756,103494.622
,2,53.954,33.939,8.702,2788.191,71.358,12.183,13.924,3373.711,195.173,31.328,116927.368
,3,79.190,26.107,8.702,3460.873,38.290,24.366,11.313,4187.656,242.261,18.275,126569.426
,4,80.060,39.160,13.053,4337.186,51.343,11.313,14.794,5247.995,303.603,16.534,119366.600
,5,22.626,35.679,5.221,4958.524,31.328,22.626,13.924,5999.815,347.097,19.145,106713.573
,6,28.717,35.679,13.924,3239.836,60.045,33.939,9.572,3920.202,226.789,20.885,97451.801
,7,33.068,31.328,6.962,5935.784,34.809,36.549,13.053,7182.298,415.505,24.366,87515.607
,8,38.290,19.145,14.794,2333.935,57.435,32.198,6.092,2824.062,163.375,20.885,126783.501
,9,78.320,17.404,6.092,2648.956,79.190,12.183,10.443,3205.236,185.427,17.404,83266.314
,10,34.809,37.420,4.351,5121.256,66.137,10.443,7.832,6196.720,358.488,17.404,116858.620
,11,52.213,17.404,6.092,3429.545,26.107,33.068,16.534,4149.749,240.068,25.236,103489.401
,12,80.060,15.664,6.962,3881.190,61.786,12.183,8.702,4696.240,271.683,21.756,120208.974
,13,17.404,18.275,13.053,5004.646,52.213,18.275,14.794,6055.622,350.325,26.977,91852.793
,14,34.809,38.290,14.794,2423.568,28.717,13.924,5.221,2932.517,169.650,27.847,103809.643
,15,57.435,38.290,5.221,4378.086,73.099,39.160,16.534,5297.485,306.466,21.756,120799.855
,16,26.107,33.068,7.832,4034.349,48.732,25.236,6.092,4881.562,282.404,20.885,99032.124
,17,33.068,16.534,13.924,2562.804,60.045,31.328,4.351,3100.992,179.396,18.275,128470.861
,18,83.541,36.549,7.832,2182.517,49.603,10.443,13.053,2640.845,152.776,21.756,117093.580
,19,31.328,18.275,13.924,3085.807,64.396,19.145,11.313,3733.826,216.006,19.145,115977.085
,20,75.709,24.366,14.794,4354.590,24.366,28.717,13.053,5269.054,304.821,17.404,130452.357
,21,34.809,26.107,11.313,2383.538,14.794,20.015,5.221,2884.081,166.848,18.275,106130.524
,22,68.748,7.832,8.702,4599.123,72.228,15.664,6.092,5564.939,321.939,20.015,129308.885
,23,51.343,39.160,14.794,5418.872,71.358,13.924,12.183,6556.835,379.321,20.885,113114.055
,24,17.404,9.572,5.221,2910.892,73.099,21.756,13.053,3522.180,203.762,20.885,97483.129
,25,52.213,34.809,14.794,4436.391,60.045,12.183,7.832,5368.034,310.547,21.756,122262.698
,26,18.275,15.664,8.702,4418.987,39.160,12.183,10.443,5346.974,309.329,22.626,119156.006
,27,79.190,13.924,16.534,2759.474,73.099,39.160,13.053,3338.963,193.163,20.885,101255.541
,28,71.358,28.717,6.962,4734.877,62.656,36.549,4.351,5729.202,331.441,24.366,124734.999
85,1,63.463,23.472,16.518,3703.438,85.196,20.864,12.171,4481.160,259.241,21.734,103391.128
,2,53.900,33.905,8.694,2785.403,71.287,12.171,13.910,3370.337,194.978,31.297,116810.440
,3,79.111,26.081,8.694,3457.412,38.251,24.342,11.302,4183.468,242.019,18.256,126442.857
,4,79.980,39.121,13.040,4332.849,51.292,11.302,14.779,5242.747,303.299,16.518,119247.233
,5,22.603,35.643,5.216,4953.566,31.297,22.603,13.910,5993.815,346.750,19.126,106606.859
,6,28.689,35.643,13.910,3236.596,59.985,33.905,9.563,3916.282,226.562,20.864,97354.349
,7,33.035,31.297,6.955,5929.848,34.774,36.513,13.040,7175.116,415.089,24.342,87428.092
,8,38.251,19.126,14.779,2331.601,57.377,32.166,6.085,2821.238,163.212,20.864,126656.718
,9,78.242,17.387,6.085,2646.307,79.111,12.171,10.432,3202.031,185.241,17.387,83183.047
,10,34.774,37.382,4.347,5116.135,66.071,10.432,7.824,6190.523,358.129,17.387,116741.762
,11,52.161,17.387,6.085,3426.115,26.081,33.035,16.518,4145.599,239.828,25.211,103385.911
,12,79.980,15.648,6.955,3877.309,61.724,12.171,8.694,4691.543,271.412,21.734,120088.766
,13,17.387,18.256,13.040,4999.642,52.161,18.256,14.779,6049.566,349.975,26.950,91760.941
,14,34.774,38.251,14.779,2421.144,28.689,13.910,5.216,2929.585,169.480,27.819,103705.833
,15,57.377,38.251,5.216,4373.708,73.026,39.121,16.518,5292.187,306.160,21.734,120679.055
,16,26.081,33.035,7.824,4030.314,48.684,25.211,6.085,4876.680,282.122,20.864,98933.092
,17,33.035,16.518,13.910,2560.241,59.985,31.297,4.347,3097.891,179.217,18.256,128342.390
,18,83.458,36.513,7.824,2180.334,49.553,10.432,13.040,2638.204,152.623,21.734,116976.486
,19,31.297,18.256,13.910,3082.721,64.332,19.126,11.302,3730.093,215.790,19.126,115861.108
,20,75.634,24.342,14.779,4350.236,24.342,28.689,13.040,5263.785,304.517,17.387,130321.904
,21,34.774,26.081,11.302,2381.154,14.779,19.995,5.216,2881.197,166.681,18.256,106024.394
,22,68.679,7.824,8.694,4594.524,72.156,15.648,6.085,5559.374,321.617,19.995,129179.576
,23,51.292,39.121,14.779,5413.453,71.287,13.910,12.171,6550.278,378.942,20.864,113000.941
,24,17.387,9.563,5.216,2907.981,73.026,21.734,13.040,3518.658,203.559,20.864,97385.646
,25,52.161,34.774,14.779,4431.955,59.985,12.171,7.824,5362.665,310.237,21.734,122140.436
,26,18.256,15.648,8.694,4414.568,39.121,12.171,10.432,5341.627,309.020,22.603,119036.850
,27,79.111,13.910,16.518,2756.714,73.026,39.121,13.040,3335.624,192.970,20.864,101154.286
,28,71.287,28.689,6.955,4730.143,62.593,36.513,4.347,5723.473,331.110,24.342,124610.264
86,1,63.399,23.449,16.501,3699.735,85.111,20.844,12.159,4476.679,258.981,21.712,103287.736
,2,53.846,33.871,8.685,2782.617,71.216,12.159,13.896,3366.967,194.783,31.265,116693.630
,3,79.032,26.054,8.685,3453.954,38.213,24.318,11.290,4179.285,241.777,18.238,126316.414
,4,79.900,39.082,13.027,4328.516,51.240,11.290,14.764,5237.504,302.996,16.501,119127.986
,5,22.581,35.608,5.211,4948.612,31.265,22.581,13.896,5987.821,346.403,19.107,106500.253
,6,28.660,35.608,13.896,3233.360,59.925,33.871,9.553,3912.365,226.335,20.844,97256.995
,7,33.002,31.265,6.948,5923.918,34.739,36.476,13.027,7167.941,414.674,24.318,87340.664
,8,38.213,19.107,14.764,2329.270,57.320,32.134,6.079,2818.416,163.049,20.844,126530.061
,9,78.163,17.370,6.079,2643.660,79.032,12.159,10.422,3198.829,185.056,17.370,83099.864
,10,34.739,37.345,4.342,5111.019,66.005,10.422,7.816,6184.332,357.771,17.370,116625.020
,11,52.109,17.370,6.079,3422.689,26.054,33.002,16.501,4141.454,239.588,25.186,103282.526
,12,79.900,15.633,6.948,3873.431,61.662,12.159,8.685,4686.852,271.140,21.712,119968.677
,13,17.370,18.238,13.027,4994.642,52.109,18.238,14.764,6043.517,349.625,26.923,91669.180
,14,34.739,38.213,14.764,2418.723,28.660,13.896,5.211,2926.655,169.311,27.791,103602.127
,15,57.320,38.213,5.211,4369.335,72.953,39.082,16.501,5286.895,305.853,21.712,120558.376
,16,26.054,33.002,7.816,4026.284,48.635,25.186,6.079,4871.804,281.840,20.844,98834.159
,17,33.002,16.501,13.896,2557.680,59.925,31.265,4.342,3094.793,179.038,18.238,128214.048
